date,revert,edit,commentor,title,comment,views,sentiment_score,M
2008-08-04 05:57:48,0.0,632.0,ILVTW,Asia-Pacific Economic Cooperation,[[NPOV]],2591910.0,0.0,56.0
2008-08-01 19:08:11,0.0,629.0,LosWashington,Asia-Pacific Economic Cooperation,I added author information for one of the citations.,2591910.0,0.0,56.0
2008-08-01 18:21:40,0.0,628.0,LosWashington,Asia-Pacific Economic Cooperation,"I added more on the Bogor Goals, which are discussed in a new report by the World Bank.",2591910.0,0.0,56.0
2008-07-23 17:33:03,1.0,625.0,Pyl,Asia-Pacific Economic Cooperation,"[[WP:UNDO|Undid]] revision 226433171 by [[Special:Contributions/Bjenks|Bjenks]] ([[User talk:Bjenks|talk]]) There is no such position of President of Chinese Taipei. It is confusing, not neutrual.",2591910.0,-0.4767,56.0
2008-07-18 12:10:06,0.0,626.0,Bjenks,Asia-Pacific Economic Cooperation,"Using official name 'Chinese Taipei' for consistency, neutrality",2591910.0,0.0,56.0
2008-07-18 07:02:55,1.0,623.0,Qweqwewe,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 226156596 by [[Special:Contributions/Jerrch|Jerrch]] ([[User talk:Jerrch|talk]]),2591910.0,0.0,56.0
2008-07-17 02:05:52,1.0,624.0,Jerrch,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 226051434 by [[Special:Contributions/Qweqwewe|Qweqwewe]] ([[User talk:Qweqwewe|talk]]),2591910.0,0.0,56.0
2008-07-16 16:43:01,1.0,623.0,Qweqwewe,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2008-07-15 20:28:31,1.0,622.0,Jerrch,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 225758163 by [[Special:Contributions/Qweqwewe|Qweqwewe]] ([[User talk:Qweqwewe|talk]]),2591910.0,0.0,56.0
2008-07-14 05:45:31,0.0,621.0,JRG,Asia-Pacific Economic Cooperation,/* History */ fix size and captions,2591910.0,0.0,56.0
2008-07-14 05:44:53,0.0,620.0,JRG,Asia-Pacific Economic Cooperation,/* History */ add APEC picture,2591910.0,0.0,56.0
2008-07-08 00:41:00,1.0,618.0,Jerrch,Asia-Pacific Economic Cooperation,WP:NC (common name),2591910.0,0.0,56.0
2008-07-05 19:47:01,0.0,618.0,Idioma-bot,Asia-Pacific Economic Cooperation,robot  Adding: [[lt:APEC]],2591910.0,0.0,56.0
2008-06-12 09:12:54,0.0,614.0,Nick-D,Asia-Pacific Economic Cooperation,re-added feflist,2591910.0,0.0,56.0
2008-06-06 14:47:33,0.0,610.0,Alexbot,Asia-Pacific Economic Cooperation,robot  Modifying: [[tl:Kooperasyong Pang-ekonomiko sa Asya-Pasipiko]],2591910.0,0.0,56.0
2008-05-26 06:22:33,0.0,605.0,Cadentsoul,Asia-Pacific Economic Cooperation,Added a section on criticism,2591910.0,-0.4404,56.0
2008-05-24 04:47:07,0.0,603.0,Vishnava,Asia-Pacific Economic Cooperation,/* External links */ [[Category:APEC]],2591910.0,0.0,56.0
2008-05-20 05:15:27,1.0,600.0,Bjenks,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 213366860 by [[Special:Contributions/200.106.71.68|200.106.71.68]] ([[User talk:200.106.71.68|talk]])Rv. Leaders' plural is obviously right,2591910.0,0.0,56.0
2008-04-29 00:18:36,1.0,597.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/24.141.184.144|24.141.184.144]] to version by ValerioC. False positive? [[User:ClueBot/FalsePositives|Report it]]. Thanks, [[User:ClueBot]]. (344898) (Bot)",2591910.0,0.7579,56.0
2008-04-22 19:02:19,0.0,597.0,ValerioC,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2008-04-17 04:29:49,0.0,596.0,Alexbot,Asia-Pacific Economic Cooperation,robot  Modifying: [[pt:Cooperação Econômica da Ásia e do Pacífico]],2591910.0,0.0,56.0
2008-04-15 03:42:26,0.0,594.0,Alexbot,Asia-Pacific Economic Cooperation,robot  Modifying: [[cs:Asijsko-pacifické hospodářské společenství]],2591910.0,0.0,56.0
2008-04-02 05:33:18,0.0,593.0,OrphanBot,Asia-Pacific Economic Cooperation,Removing [[:Image:APEC2001a.jpg|image]] with no copyright information.  Such images that are older than seven days may be deleted at any time.,2591910.0,-0.29600000000000004,56.0
2008-03-25 11:41:29,0.0,590.0,DumZiBoT,Asia-Pacific Economic Cooperation,"Bot: Converting bare references, see [[User:DumZiBoT/refLinks|FAQ]]",2591910.0,0.0,56.0
2008-03-17 19:48:08,0.0,588.0,Lightmouse,Asia-Pacific Economic Cooperation,Units/dates/other  using [[Project:AutoWikiBrowser|AWB]],2591910.0,0.0,56.0
2008-03-15 13:13:48,1.0,579.0,Calton,Asia-Pacific Economic Cooperation,"[[WP:UNDO|Undid]] pointless -- indeed, ridiculous -- changes by [[Special:Contributions/Robertson-Glasgow|Robertson-Glasgow]] ([[User talk:Robertson-Glasgow|talk]])",2591910.0,-0.3612,56.0
2008-03-13 07:52:39,1.0,579.0,DeadEyeArrow,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/203.134.89.232|203.134.89.232]] ([[User talk:203.134.89.232|talk]]) to last version by ClueBot,2591910.0,0.0,56.0
2008-03-13 07:37:04,1.0,579.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/203.134.89.232|203.134.89.232]] to version by Ale jrb. False positive? [[User:ClueBot/FalsePositives|report it]]. Thanks, [[User:ClueBot]]. (273601) (Bot)",2591910.0,0.7579,56.0
2008-02-28 17:19:50,1.0,579.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/75.68.233.83|75.68.233.83]] to version by Chetblong. False positive? [[User:ClueBot/FalsePositives|report it]]. Thanks, [[User:ClueBot]]. (249734) (Bot)",2591910.0,0.7579,56.0
2008-02-28 04:46:52,1.0,579.0,Coffee,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/221.152.145.10|221.152.145.10]] ([[User talk:221.152.145.10|talk]]) to last version by Chetblong,2591910.0,0.0,56.0
2008-02-28 04:46:04,1.0,579.0,Coffee,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/221.152.145.10|221.152.145.10]] ([[User talk:221.152.145.10|talk]]) to last version by Ryangener,2591910.0,0.0,56.0
2008-02-27 11:46:59,1.0,575.0,Ryangener,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 194395161 by [[Special:Contributions/Ryangener|Ryangener]] ([[User talk:Ryangener|talk]]),2591910.0,0.0,56.0
2008-02-27 11:44:31,1.0,578.0,Ryangener,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 194395488 by [[Special:Contributions/82.152.215.34|82.152.215.34]] ([[User talk:82.152.215.34|talk]]),2591910.0,0.0,56.0
2008-02-27 11:38:31,0.0,578.0,Ryangener,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2008-02-20 06:40:53,1.0,575.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/ZL47|ZL47]] to version by VolkovBot. False positive? [[User:ClueBot/FalsePositives|report it]]. Thanks, [[User:ClueBot]]. (229952) (Bot)",2591910.0,0.7579,56.0
2008-02-20 06:40:49,0.0,577.0,ZL47,Asia-Pacific Economic Cooperation,/* See also */,2591910.0,0.0,56.0
2008-02-20 06:39:54,0.0,576.0,ZL47,Asia-Pacific Economic Cooperation,/* History */,2591910.0,0.0,56.0
2008-02-13 10:21:33,0.0,575.0,VolkovBot,Asia-Pacific Economic Cooperation,robot  Adding: [[fa:اپک]],2591910.0,0.0,56.0
2008-02-09 03:29:46,0.0,574.0,Bjenks,Asia-Pacific Economic Cooperation,/* Summit developments */typo,2591910.0,0.0,56.0
2008-02-04 11:23:14,0.0,571.0,SmackBot,Asia-Pacific Economic Cooperation,Date the maintenance tags or general  fixes,2591910.0,0.0,56.0
2008-02-04 04:23:58,0.0,570.0,Michellecrisp,Asia-Pacific Economic Cooperation,/* Summit developments */,2591910.0,0.0,56.0
2008-02-01 01:50:07,1.0,565.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/99.244.243.154|99.244.243.154]] to version by Gromlakh. False positive? [[User:ClueBot/FalsePositives|report it]]. Thanks, [[User:ClueBot]]. (193987) (Bot)",2591910.0,0.7579,56.0
2008-01-29 01:34:10,1.0,565.0,Gromlakh,Asia-Pacific Economic Cooperation,Reverted 2 edits by [[Special:Contributions/76.101.186.129|76.101.186.129]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Mjreinafarje|Mjreinafarje]]. using [[WP:TWINKLE|TW]],2591910.0,0.0,56.0
2008-01-23 20:48:15,0.0,565.0,Mjreinafarje,Asia-Pacific Economic Cooperation,/* External links */,2591910.0,0.0,56.0
2008-01-23 20:21:20,0.0,564.0,Mjreinafarje,Asia-Pacific Economic Cooperation,/* External links */,2591910.0,0.0,56.0
2008-01-12 13:24:26,1.0,559.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/58.104.8.108|58.104.8.108]] to version by JMAPGGGonzalo. False positive? [[User:ClueBot/FalsePositives|report it]]. Thanks, [[User:ClueBot]]. (157285) (Bot)",2591910.0,0.7579,56.0
2007-12-22 01:18:59,0.0,558.0,OKBot,Asia-Pacific Economic Cooperation,robot  Adding: [[sv:APEC]],2591910.0,0.0,56.0
2007-12-17 11:31:33,0.0,555.0,Bjenks,Asia-Pacific Economic Cooperation,"update credentials, citation, terminology",2591910.0,0.0,56.0
2007-12-15 14:24:21,0.0,552.0,OKBot,Asia-Pacific Economic Cooperation,robot  Adding: [[ro:Cooperarea Economică Asia-Pacific]],2591910.0,0.0,56.0
2007-11-04 03:29:04,0.0,549.0,Bjenks,Asia-Pacific Economic Cooperation,/* Summit developments */ typo,2591910.0,0.0,56.0
2007-11-02 11:07:29,1.0,547.0,MER-C,Asia-Pacific Economic Cooperation,Reverted 1 edit by [[Special:Contributions/121.217.213.91|121.217.213.91]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Bjenks|Bjenks]].,2591910.0,0.0,56.0
2007-11-01 14:27:53,0.0,547.0,Bjenks,Asia-Pacific Economic Cooperation,/* Summit developments */ wikilink to Chaser episode,2591910.0,0.0,56.0
2007-11-01 14:08:04,0.0,546.0,Bjenks,Asia-Pacific Economic Cooperation,/* Summit developments */ Add to Apec Sydney details,2591910.0,0.0,56.0
2007-10-31 02:51:47,1.0,543.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/Sakai26]] to version by JamesStewart7.  If this is a mistake, [[User:ClueBot/FalsePositives|report it]].  Thanks, [[User:ClueBot|ClueBot]]. (49407) (Bot)",2591910.0,0.128,56.0
2007-10-31 02:51:38,0.0,545.0,Sakai26,Asia-Pacific Economic Cooperation,nothing,2591910.0,0.0,56.0
2007-10-25 11:03:26,1.0,543.0,JamesStewart7,Asia-Pacific Economic Cooperation,Revert to revision 166503181 dated 2007-10-23 13:17:07 by 58.110.241.110 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],2591910.0,0.0,56.0
2007-10-18 10:01:44,1.0,536.0,Carter,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/58.110.240.69|58.110.240.69]] to last version by VoABot II,2591910.0,0.0,56.0
2007-10-03 15:24:02,1.0,536.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/121.216.52.98]].  If this is a mistake, [[User:ClueBot/FalsePositives|report it]].  Thanks, [[User:ClueBot|ClueBot]]. (1787) (Bot)",2591910.0,0.128,56.0
2007-10-01 07:57:39,1.0,536.0,Flyguy649,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/121.216.52.98|121.216.52.98]] ([[User talk:121.216.52.98|talk]]) to last version by JMAPGGGonzalo,2591910.0,0.0,56.0
2007-09-27 18:49:22,1.0,533.0,Yamla,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/91.76.2.15|91.76.2.15]] ([[User talk:91.76.2.15|talk]]) to last version by PRRfan,2591910.0,0.0,56.0
2007-09-24 16:03:59,1.0,533.0,PRRfan,Asia-Pacific Economic Cooperation,rvv,2591910.0,0.0,56.0
2007-09-21 18:44:48,0.0,532.0,Barticus88,Asia-Pacific Economic Cooperation,Remove link to dab page [[Annual]] using [[:en:Wikipedia:Tools/Navigation_popups|popups]],2591910.0,0.0,56.0
2007-09-21 14:13:34,0.0,531.0,SundarBot,Asia-Pacific Economic Cooperation,robot  Adding: [[ta:ஆசிய-பசிபிக் பொருளாதாரக் கூட்டமைப்பு]],2591910.0,0.0,56.0
2007-09-21 04:18:20,0.0,530.0,Rei-bot,Asia-Pacific Economic Cooperation,robot  Adding: [[tr:Asya Pasifik Ekonomik İşbirliği]],2591910.0,0.0,56.0
2007-09-18 19:58:01,0.0,524.0,PRRfan,Asia-Pacific Economic Cooperation,tighten,2591910.0,0.0,56.0
2007-09-15 08:59:28,0.0,521.0,Beagel,Asia-Pacific Economic Cooperation,/* Summit developments */ energy intensity reduction goal,2591910.0,0.2732,56.0
2007-09-14 04:09:30,0.0,520.0,Nickj,Asia-Pacific Economic Cooperation,Adding a few internal links from an [[User:Nickj/Can_We_Link_It|online link suggesting tool]].,2591910.0,0.0,56.0
2007-09-13 23:53:29,1.0,518.0,Darkwind,Asia-Pacific Economic Cooperation,Reverted 1 edit by [[Special:Contributions/Wu-zi|Wu-zi]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Ryan spencer|Ryan spencer]]. using [[WP:TWINKLE|TW]],2591910.0,0.0,56.0
2007-09-13 23:47:52,0.0,519.0,Wu-zi,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-09-13 11:17:14,0.0,515.0,Invincible,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 157588285 by [[Special:Contributions/220.237.248.181|220.237.248.181]] ([[User talk:220.237.248.181|talk]]),2591910.0,0.0,56.0
2007-09-13 11:15:37,0.0,514.0,Invincible,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 157576340 by [[Special:Contributions/58.169.183.100|58.169.183.100]] ([[User talk:58.169.183.100|talk]]),2591910.0,0.0,56.0
2007-09-13 06:28:48,1.0,507.0,Lakeyboy,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 157539665 by [[Special:Contributions/220.233.84.199|220.233.84.199]] ([[User talk:22 0.233.84.199|talk]]) Vandalism,2591910.0,0.0,56.0
2007-09-12 16:43:00,0.0,507.0,Longhair,Asia-Pacific Economic Cooperation,no longer a current event,2591910.0,-0.29600000000000004,56.0
2007-09-11 17:45:04,0.0,506.0,Lokanth,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-09-11 17:44:36,0.0,505.0,Lokanth,Asia-Pacific Economic Cooperation,/* Member economies */ the references talk about India's membership prospects and not of Pakistan,2591910.0,0.29600000000000004,56.0
2007-09-11 07:59:48,0.0,504.0,Borgarde,Asia-Pacific Economic Cooperation,/* Summit developments */ 2007 image,2591910.0,0.0,56.0
2007-09-11 03:18:59,1.0,500.0,Jiang,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/Okokoko|Okokoko]] ([[User talk:Okokoko|talk]]) to last version by Jiang,2591910.0,0.0,56.0
2007-09-10 10:08:08,1.0,493.0,Martync84,Asia-Pacific Economic Cooperation,Changed Back Australasia to Asia & Category:1989... to Category:1989 establishments,2591910.0,0.0,56.0
2007-09-10 09:59:46,1.0,495.0,Brianga,Asia-Pacific Economic Cooperation,Reverted 1 edit by [[Special:Contributions/211.30.49.137|211.30.49.137]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Yoshi Of A Down|Yoshi Of A Down]]. using [[WP:TW|TW]],2591910.0,0.0,56.0
2007-09-10 09:49:27,0.0,498.0,Chauntellems,Asia-Pacific Economic Cooperation,/* History */,2591910.0,0.0,56.0
2007-09-10 09:48:22,1.0,495.0,Laughingyet,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 156892374 by [[Special:Contributions/211.30.49.137|211.30.49.137]] ([[User talk:211.30.49.137|talk]]),2591910.0,0.0,56.0
2007-09-10 04:30:22,0.0,493.0,NorthernThunder,Asia-Pacific Economic Cooperation,/* APEC annual meetings */ added links for each APEC meeting,2591910.0,0.0,56.0
2007-09-09 22:14:02,1.0,492.0,Haukurth,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/70.115.13.69|70.115.13.69]] ([[User talk:70.115.13.69|talk]]) to last version by 66.191.201.220,2591910.0,0.0,56.0
2007-09-09 12:46:43,0.0,489.0,Diliff,Asia-Pacific Economic Cooperation,/* Summit developments */ removed vandalism and changed tense as it is now over,2591910.0,-0.34,56.0
2007-09-09 12:02:26,0.0,488.0,Belfry,Asia-Pacific Economic Cooperation,"""couning tries"" changed to ""countries""",2591910.0,0.0,56.0
2007-09-09 11:41:44,0.0,486.0,Tankman182,Asia-Pacific Economic Cooperation,/* Summit developments */,2591910.0,0.0,56.0
2007-09-09 11:36:41,0.0,485.0,Tankman182,Asia-Pacific Economic Cooperation,"rv vandalism, irrelevant information about apec 07 (moved to apec 07 page)",2591910.0,0.0,56.0
2007-09-09 07:47:45,0.0,482.0,Phgao,Asia-Pacific Economic Cooperation,space,2591910.0,0.0,56.0
2007-09-09 07:10:49,1.0,478.0,ClueBot,Asia-Pacific Economic Cooperation,"Reverting possible vandalism by [[Special:Contributions/124.185.186.230]].  If this is a mistake, [[User:ClueBot/FalsePositives|report it]].  Thanks, [[User:ClueBot|ClueBot]]. (Bot)",2591910.0,0.128,56.0
2007-09-08 13:36:33,0.0,477.0,Austrian,Asia-Pacific Economic Cooperation,"{{distinguish|OPEC}}, as apparently not everybody knows this distinction...",2591910.0,0.0,56.0
2007-09-08 13:29:36,0.0,476.0,Kransky,Asia-Pacific Economic Cooperation,ordered countries by year of ascession,2591910.0,0.0,56.0
2007-09-08 13:23:59,0.0,475.0,Kransky,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-09-08 13:21:46,0.0,474.0,Kransky,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-09-08 13:21:07,0.0,473.0,Kransky,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-09-08 12:22:27,0.0,472.0,Xdannock,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-09-08 12:21:54,0.0,471.0,Xdannock,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-09-08 11:44:14,1.0,469.0,Jiang,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/87.161.85.254|87.161.85.254]] ([[User talk:87.161.85.254|talk]]) to last version by WikiGremlin,2591910.0,0.0,56.0
2007-09-08 08:52:25,0.0,467.0,Lokanth,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-09-08 05:59:26,1.0,459.0,CzarB,Asia-Pacific Economic Cooperation,Revert to revision 156423561 dated 2007-09-08 04:54:15 by WikiGremlin using [[:en:Wikipedia:Tools/Navigation_popups|popups]],2591910.0,0.0,56.0
2007-09-08 05:55:57,0.0,463.0,LOL-Justin,Asia-Pacific Economic Cooperation,/* History */,2591910.0,0.0,56.0
2007-09-08 05:55:25,0.0,462.0,LOL-Justin,Asia-Pacific Economic Cooperation,/* APEC Business Advisory Council */,2591910.0,0.0,56.0
2007-09-08 05:55:07,0.0,461.0,LOL-Justin,Asia-Pacific Economic Cooperation,/* Summit developments */,2591910.0,0.0,56.0
2007-09-08 04:54:15,0.0,459.0,WikiGremlin,Asia-Pacific Economic Cooperation,/* References */,2591910.0,0.0,56.0
2007-09-08 04:53:43,0.0,458.0,WikiGremlin,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-09-08 04:52:42,0.0,457.0,WikiGremlin,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-09-07 23:58:02,1.0,454.0,Melburnian,Asia-Pacific Economic Cooperation,info is more pertinent to the linked 2007 meeting; refer talk page discussions,2591910.0,0.0,56.0
2007-09-07 09:02:06,1.0,450.0,Anetode,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/Funkybenn|Funkybenn]] ([[User talk:Funkybenn|talk]]) to last version by 60.242.115.156,2591910.0,0.0,56.0
2007-09-07 06:29:36,0.0,448.0,Melburnian,Asia-Pacific Economic Cooperation,Chaser incident covered at linked article,2591910.0,0.0,56.0
2007-09-07 00:19:28,1.0,443.0,Moondyne,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/172.205.187.26|172.205.187.26]] ([[User talk:172.205.187.26|talk]]) to last version by SmackBot,2591910.0,0.0,56.0
2007-09-06 17:54:15,0.0,443.0,SmackBot,Asia-Pacific Economic Cooperation,Date/fix the maintenance tags or gen fixes,2591910.0,0.0,56.0
2007-09-06 09:00:45,1.0,440.0,JPD,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/Koala1000|Koala1000]] ([[User talk:Koala1000|talk]]) to last version by Daniel,2591910.0,0.0,56.0
2007-09-06 07:25:50,0.0,440.0,Daniel,Asia-Pacific Economic Cooperation,-'',2591910.0,0.0,56.0
2007-09-06 05:47:36,0.0,439.0,Cassowary,Asia-Pacific Economic Cooperation,/* History */,2591910.0,0.0,56.0
2007-09-05 17:06:48,0.0,438.0,JPD,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 155808191 by [[Special:Contributions/Spakatak|Spakatak]] ([[User talk:Spakatak|talk]]),2591910.0,0.0,56.0
2007-09-05 07:55:31,0.0,434.0,Melburnian,Asia-Pacific Economic Cooperation,"spelling fix, rm detail of Sydney meeting (better placed at link) ,rm out of context sentence",2591910.0,0.4939,56.0
2007-09-05 06:57:56,1.0,430.0,Melburnian,Asia-Pacific Economic Cooperation,Reverted edits by [[Special:Contributions/121.209.196.157|121.209.196.157]] ([[User talk:121.209.196.157|talk]]) to last version by Mikecraig,2591910.0,0.0,56.0
2007-09-04 09:06:18,1.0,422.0,Moondyne,Asia-Pacific Economic Cooperation,rv to last known good version by Shadowlynk,2591910.0,0.4404,56.0
2007-09-04 08:26:40,0.0,428.0,Hohohob,Asia-Pacific Economic Cooperation,/* Summit developments */,2591910.0,0.0,56.0
2007-09-04 07:13:00,1.0,422.0,Shadowlynk,Asia-Pacific Economic Cooperation,Revert to revision 155566258 dated 2007-09-04 04:58:20 by Daronil using [[:en:Wikipedia:Tools/Navigation_popups|popups]],2591910.0,0.0,56.0
2007-09-04 04:58:20,0.0,422.0,Daronil,Asia-Pacific Economic Cooperation,Removed sabotage text,2591910.0,-0.5267,56.0
2007-09-04 03:50:58,0.0,420.0,Lokanth,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-09-03 15:27:44,1.0,415.0,Aldie,Asia-Pacific Economic Cooperation,"rv, needs a source",2591910.0,0.0,56.0
2007-09-03 13:25:24,0.0,414.0,JamesStewart7,Asia-Pacific Economic Cooperation,"replaced ""forced to use"" with ""used"" - description of behaviours only should be more neutral ~~~~",2591910.0,-0.4588,56.0
2007-09-03 09:42:54,1.0,411.0,Borgarde,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 155378403 by [[Special:Contributions/211.31.40.168|211.31.40.168]] ([[User talk:211.31.40.168|talk]]),2591910.0,0.0,56.0
2007-09-03 04:43:34,0.0,411.0,Zero1328,Asia-Pacific Economic Cooperation,local slang isn't suitable here.,2591910.0,0.0,56.0
2007-09-03 04:12:33,0.0,410.0,Ofrc3,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-09-03 02:00:06,0.0,409.0,Wl219,Asia-Pacific Economic Cooperation,fix,2591910.0,0.0,56.0
2007-09-02 23:41:06,0.0,408.0,Jucjuc,Asia-Pacific Economic Cooperation,"deleted Apec public holiday, since only applies to Sydney for 2007, rather than the entire organization",2591910.0,0.4019,56.0
2007-09-01 12:07:30,0.0,405.0,97198,Asia-Pacific Economic Cooperation,gr,2591910.0,0.0,56.0
2007-08-30 14:21:40,1.0,400.0,Childzy,Asia-Pacific Economic Cooperation,[[WP:UNDO|Undid]] revision 154600550 by [[Special:Contributions/200.156.17.1|200.156.17.1]] ([[User talk:200.156.17.1|talk]]) rv,2591910.0,0.0,56.0
2007-08-30 14:10:56,0.0,400.0,SieBot,Asia-Pacific Economic Cooperation,robot  Adding: [[zh:亚洲太平洋经济合作组织]],2591910.0,0.0,56.0
2007-08-30 01:13:27,0.0,394.0,BenBildstein,Asia-Pacific Economic Cooperation,"/* APEC annual meetings */ Photo will be traditional underpants? Well, it's unbelievable, unsourced and anonymous. Lasted a while, though.",2591910.0,0.4404,56.0
2007-08-29 03:49:13,0.0,393.0,Voodoo77,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-08-26 07:24:42,0.0,383.0,Sleigh,Asia-Pacific Economic Cooperation,unbold,2591910.0,0.0,56.0
2007-08-20 06:30:52,1.0,375.0,Michellecrisp,Asia-Pacific Economic Cooperation,rv vandalism,2591910.0,0.0,56.0
2007-08-19 04:16:40,0.0,373.0,Ajayvius,Asia-Pacific Economic Cooperation,/* Summit developments */,2591910.0,0.0,56.0
2007-08-15 01:34:50,0.0,372.0,Michellecrisp,Asia-Pacific Economic Cooperation,/* APEC annual meetings */  rm vandalism,2591910.0,0.0,56.0
2007-08-11 04:43:50,0.0,368.0,Hectic18,Asia-Pacific Economic Cooperation,/* APEC annual meetings */ correct vietnam,2591910.0,0.0,56.0
2007-08-08 18:10:47,0.0,367.0,Sdornan,Asia-Pacific Economic Cooperation,"clean up, Replaced: Encylo → Encyclo  using [[Project:AutoWikiBrowser|AWB]]",2591910.0,0.4019,56.0
2007-08-06 09:54:22,0.0,362.0,Ronline,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-08-06 09:52:36,0.0,361.0,Ronline,Asia-Pacific Economic Cooperation,/* Member economies */,2591910.0,0.0,56.0
2007-08-02 02:09:20,0.0,360.0,Andrwsc,Asia-Pacific Economic Cooperation,update flag template calls  using [[Project:AutoWikiBrowser|AWB]],2591910.0,0.0,56.0
2007-07-03 07:51:38,0.0,355.0,Dungtrq,Asia-Pacific Economic Cooperation,/* External links */,2591910.0,0.0,56.0
2007-06-29 19:49:20,0.0,354.0,Bota47,Asia-Pacific Economic Cooperation,robot  Modifying: [[ms:Kerjasama Ekonomi Asia-Pasifik]],2591910.0,0.0,56.0
2007-06-20 16:59:20,0.0,353.0,Thijs!bot,Asia-Pacific Economic Cooperation,robot  Adding: [[fi:APEC]],2591910.0,0.0,56.0
2007-06-19 17:47:32,0.0,352.0,Iianq,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-06-19 17:46:55,0.0,351.0,Iianq,Asia-Pacific Economic Cooperation,/* APEC annual meetings */,2591910.0,0.0,56.0
2007-06-19 17:45:15,0.0,350.0,Iianq,Asia-Pacific Economic Cooperation,http://www.apec.org/apec/member_economies.html,2591910.0,0.0,56.0
2007-06-12 22:44:06,0.0,346.0,Iianq,Asia-Pacific Economic Cooperation,/* Membership */,2591910.0,0.0,56.0
